image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_attr_mod_color_11699,dct_shield_y,native,identity,0.4044,0.00222,0.4044,0.00222,1.0,0.89921,False,0.8,True,1024.5
task_attr_mod_color_11699,dct_shield_y,native,blur1,0.17546,0.00497,0.4044,0.00222,0.43387,0.96198,False,0.8,True,1024.5
task_attr_mod_color_11699,dct_shield_y,native,jpeg75,0.17553,0.0016,0.4044,0.00222,0.43404,0.98364,False,0.8,True,1024.5
task_attr_mod_color_11699,dct_shield_y,native,jpeg30,0.2608,0.00193,0.4044,0.00222,0.6449,0.95865,False,0.8,True,1024.5
task_attr_mod_color_11699,dct_shield_y,native,crop_resize0.1,0.55574,0.00087,0.4044,0.00222,1.37422,0.89821,False,0.8,True,1024.5
task_attr_mod_color_11699,dct_shield_y,native,jpeg_then_resize75,0.17836,0.00225,0.4044,0.00222,0.44104,0.97074,False,0.8,True,1024.5
task_attr_mod_color_11699,dct_shield_y,native,adverse_cleaner,0.35315,0.00525,0.4044,0.00222,0.87327,0.89338,False,0.8,True,1024.5
task_attr_mod_color_136767,dct_shield_y,native,identity,0.58263,0.05729,0.58263,0.05729,1.0,0.80748,True,0.8,True,1014.9
task_attr_mod_color_136767,dct_shield_y,native,blur1,0.18178,0.01492,0.58263,0.05729,0.312,0.96406,False,0.8,True,1014.9
task_attr_mod_color_136767,dct_shield_y,native,jpeg75,0.17271,0.00783,0.58263,0.05729,0.29643,0.98137,False,0.8,True,1014.9
task_attr_mod_color_136767,dct_shield_y,native,jpeg30,0.21618,0.01598,0.58263,0.05729,0.37105,0.97066,False,0.8,True,1014.9
task_attr_mod_color_136767,dct_shield_y,native,crop_resize0.1,0.54892,0.00263,0.58263,0.05729,0.94214,0.94224,False,0.8,True,1014.9
task_attr_mod_color_136767,dct_shield_y,native,jpeg_then_resize75,0.18021,0.01111,0.58263,0.05729,0.30931,0.97941,False,0.8,True,1014.9
task_attr_mod_color_136767,dct_shield_y,native,adverse_cleaner,0.34898,0.01019,0.58263,0.05729,0.59897,0.96819,False,0.8,True,1014.9
task_attr_mod_color_184837,dct_shield_y,native,identity,0.44023,0.01386,0.44023,0.01386,1.0,0.93287,False,0.8,True,1304.4
task_attr_mod_color_184837,dct_shield_y,native,blur1,0.17076,0.0114,0.44023,0.01386,0.3879,0.98282,False,0.8,True,1304.4
task_attr_mod_color_184837,dct_shield_y,native,jpeg75,0.14876,0.01652,0.44023,0.01386,0.33791,0.98394,False,0.8,True,1304.4
task_attr_mod_color_184837,dct_shield_y,native,jpeg30,0.21647,0.03174,0.44023,0.01386,0.49173,0.96373,False,0.8,True,1304.4
task_attr_mod_color_184837,dct_shield_y,native,crop_resize0.1,0.66306,0.01257,0.44023,0.01386,1.50618,0.8999,False,0.8,True,1304.4
task_attr_mod_color_184837,dct_shield_y,native,jpeg_then_resize75,0.17827,0.03383,0.44023,0.01386,0.40496,0.98187,False,0.8,True,1304.4
task_attr_mod_color_184837,dct_shield_y,native,adverse_cleaner,0.37706,0.01061,0.44023,0.01386,0.85652,0.91978,False,0.8,True,1304.4
task_attr_mod_color_32648,dct_shield_y,native,identity,0.52748,0.1265,0.52748,0.1265,1.0,0.74188,True,0.8,True,1004.7
task_attr_mod_color_32648,dct_shield_y,native,blur1,0.17777,0.01172,0.52748,0.1265,0.33701,0.97724,False,0.8,True,1004.7
task_attr_mod_color_32648,dct_shield_y,native,jpeg75,0.24679,0.01679,0.52748,0.1265,0.46788,0.94274,False,0.8,True,1004.7
task_attr_mod_color_32648,dct_shield_y,native,jpeg30,0.265,0.01889,0.52748,0.1265,0.50239,0.93529,False,0.8,True,1004.7
task_attr_mod_color_32648,dct_shield_y,native,crop_resize0.1,0.43815,0.06008,0.52748,0.1265,0.83065,0.93596,False,0.8,True,1004.7
task_attr_mod_color_32648,dct_shield_y,native,jpeg_then_resize75,0.20287,0.00638,0.52748,0.1265,0.38461,0.97828,False,0.8,True,1004.7
task_attr_mod_color_32648,dct_shield_y,native,adverse_cleaner,0.33091,0.02424,0.52748,0.1265,0.62733,0.90354,False,0.8,True,1004.7
